,Epochs,Params,Train loss,Test loss
0,0,"tensor([0.2439, 0.4212, 0.6761])",1.167609287018422,0.6744083016412332
1,1,"tensor([0.3157, 0.4584, 0.7800])",0.9996585433681806,0.5878379820225139
2,2,"tensor([0.3806, 0.4795, 0.8753])",0.8707363341003657,0.5190527550876141
3,3,"tensor([0.4360, 0.4838, 0.9591])",0.7734910160303116,0.4682925890510281
4,4,"tensor([0.4805, 0.4731, 1.0301])",0.7049360785633325,0.4321217370064308
5,5,"tensor([0.5142, 0.4508, 1.0891])",0.6576750638647529,0.4060872759204358
6,6,"tensor([0.5383, 0.4210, 1.1380])",0.6244378526695072,0.38661142460380993
7,7,"tensor([0.5543, 0.3870, 1.1789])",0.6000738153466955,0.37133580823865486
8,8,"tensor([0.5638, 0.3512, 1.2134])",0.5814073192537762,0.35882934189454924
9,9,"tensor([0.5682, 0.3153, 1.2431])",0.5665613993468772,0.3482459412577252
10,10,"tensor([0.5685, 0.2804, 1.2690])",0.5544158142476817,0.33908452425384894
11,11,"tensor([0.5658, 0.2470, 1.2920])",0.5442781062069277,0.3310443053022027
12,12,"tensor([0.5607, 0.2157, 1.3126])",0.5356993098492846,0.3239392089502265
13,13,"tensor([0.5540, 0.1865, 1.3314])",0.5283730635185445,0.3176487954106051
14,14,"tensor([0.5461, 0.1594, 1.3486])",0.5220792345804511,0.3120886213456591
15,15,"tensor([0.5374, 0.1345, 1.3645])",0.5166517120053565,0.30719389816125237
16,16,"tensor([0.5282, 0.1117, 1.3793])",0.5119602990103885,0.3029095228916655
17,17,"tensor([0.5188, 0.0908, 1.3931])",0.5078992885906094,0.2991852866951376
18,18,"tensor([0.5093, 0.0718, 1.4060])",0.5043811873862675,0.29597327710750204
19,19,"tensor([0.4999, 0.0544, 1.4181])",0.5013323813482808,0.293226915372846
20,20,"tensor([0.4906, 0.0385, 1.4294])",0.4986900924743774,0.29090103815542534
21,21,"tensor([0.4816, 0.0240, 1.4399])",0.4964004932097547,0.2889519418031947
22,22,"tensor([0.4728, 0.0108, 1.4498])",0.4944173001197972,0.28733784995159417
23,23,"tensor([ 4.6442e-01, -1.1974e-03,  1.4590e+00])",0.49270037700795605,0.2860193711851025
24,24,"tensor([ 0.4564, -0.0122,  1.4677])",0.4912147125286538,0.2849596072221175
25,25,"tensor([ 0.4487, -0.0222,  1.4757])",0.48993012899639626,0.2841247925767675
26,26,"tensor([ 0.4414, -0.0314,  1.4832])",0.4888202183210524,0.2834837972419336
27,27,"tensor([ 0.4345, -0.0397,  1.4902])",0.48786202058157263,0.2830086419203629
28,28,"tensor([ 0.4279, -0.0474,  1.4968])",0.4870353896985762,0.2826743335230276
29,29,"tensor([ 0.4217, -0.0544,  1.5028])",0.4863227870237703,0.2824584846074382
30,30,"tensor([ 0.4159, -0.0608,  1.5085])",0.48570902945939454,0.28234147442659985
31,31,"tensor([ 0.4104, -0.0667,  1.5137])",0.48518082487862557,0.2823061071258659
32,32,"tensor([ 0.4053, -0.0721,  1.5186])",0.48472661813721063,0.282337318721693
33,33,"tensor([ 0.4005, -0.0771,  1.5231])",0.48433631217728057,0.2824222802960624
34,34,"tensor([ 0.3960, -0.0817,  1.5273])",0.48400118716526774,0.2825498355319723
35,35,"tensor([ 0.3917, -0.0858,  1.5312])",0.48371357868891207,0.28271052656151974
36,36,"tensor([ 0.3878, -0.0897,  1.5348])",0.483467082430919,0.28289626298161846
37,37,"tensor([ 0.3841, -0.0932,  1.5382])",0.4832559217310821,0.2831003444191689
38,38,"tensor([ 0.3807, -0.0965,  1.5413])",0.4830750608971963,0.2833170741912909
39,39,"tensor([ 0.3775, -0.0995,  1.5442])",0.48292026832544555,0.28354174771811813
40,40,"tensor([ 0.3745, -0.1022,  1.5468])",0.4827880301202337,0.2837705162120983
41,41,"tensor([ 0.3717, -0.1048,  1.5493])",0.48267491185106337,0.2840000943824028
42,42,"tensor([ 0.3691, -0.1071,  1.5516])",0.4825783965488275,0.28422816393043226
43,43,"tensor([ 0.3667, -0.1092,  1.5537])",0.4824959453350554,0.2844525180912266
44,44,"tensor([ 0.3645, -0.1112,  1.5557])",0.4824257870204747,0.28467158059744785
45,45,"tensor([ 0.3624, -0.1131,  1.5575])",0.4823659034445882,0.2848842213046737
46,46,"tensor([ 0.3604, -0.1147,  1.5592])",0.48231486782121163,0.28508947275113317
47,47,"tensor([ 0.3587, -0.1163,  1.5608])",0.48227142966352404,0.28528673202575494
48,48,"tensor([ 0.3570, -0.1177,  1.5622])",0.48223451771773396,0.2854755252910157
49,49,"tensor([ 0.3554, -0.1191,  1.5635])",0.4822030792012811,0.2856555893163507
50,50,"tensor([ 0.3540, -0.1203,  1.5648])",0.4821764343418181,0.28582685749667386
51,51,"tensor([ 0.3527, -0.1214,  1.5659])",0.4821537406028559,0.28598925069284936
52,52,"tensor([ 0.3514, -0.1224,  1.5670])",0.48213446776693064,0.286142874644914
53,53,"tensor([ 0.3503, -0.1234,  1.5680])",0.4821181423186014,0.28628800853621217
54,54,"tensor([ 0.3492, -0.1243,  1.5689])",0.4821043298424532,0.286424766962106
55,55,"tensor([ 0.3482, -0.1251,  1.5697])",0.48209257777780296,0.28655347949049126
56,56,"tensor([ 0.3473, -0.1259,  1.5705])",0.48208267390728,0.2866743423510343
