,Epochs,Params,Train loss,Test loss
0,0,"tensor([0.1479, 0.8991, 0.5552])",0.8505919833978017,0.9916651990730315
1,1,"tensor([0.2195, 0.9639, 0.6310])",0.7389706508566936,0.951253348190221
2,2,"tensor([0.2899, 1.0119, 0.6962])",0.6572339951215933,0.9244446507034202
3,3,"tensor([0.3567, 1.0418, 0.7494])",0.5995124902712026,0.9070256612884502
4,4,"tensor([0.4188, 1.0549, 0.7912])",0.5600699418898633,0.894430736375701
5,5,"tensor([0.4760, 1.0540, 0.8236])",0.5324426693734438,0.8834822943201288
6,6,"tensor([0.5283, 1.0424, 0.8493])",0.5117618329396161,0.8725793024525046
7,7,"tensor([0.5763, 1.0232, 0.8706])",0.49509721188806,0.8611486083517472
8,8,"tensor([0.6201, 0.9986, 0.8893])",0.4808677589520812,0.8491247488185764
9,9,"tensor([0.6602, 0.9702, 0.9069])",0.46823337009797494,0.836646418273449
10,10,"tensor([0.6966, 0.9390, 0.9240])",0.4567183021145562,0.8239146685848634
11,11,"tensor([0.7296, 0.9058, 0.9411])",0.44602314044410984,0.8111360894205669
12,12,"tensor([0.7593, 0.8711, 0.9586])",0.43594119804911313,0.7985011234879493
13,13,"tensor([0.7857, 0.8352, 0.9766])",0.4263235398257772,0.786176487042879
14,14,"tensor([0.8090, 0.7984, 0.9950])",0.41706322468817236,0.7743009561173191
15,15,"tensor([0.8294, 0.7609, 1.0138])",0.4080873920019561,0.7629826455765093
16,16,"tensor([0.8469, 0.7229, 1.0329])",0.3993513989504815,0.7522965634862582
17,17,"tensor([0.8617, 0.6847, 1.0522])",0.3908343041938982,0.7422842384005587
18,18,"tensor([0.8739, 0.6464, 1.0717])",0.38253414980960465,0.7329547187934319
19,19,"tensor([0.8837, 0.6082, 1.0912])",0.3744632788217738,0.7242875917683704
20,20,"tensor([0.8912, 0.5704, 1.1106])",0.3666443360514677,0.7162385713134427
21,21,"tensor([0.8966, 0.5331, 1.1297])",0.3591063723185168,0.7087462099269033
22,22,"tensor([0.9001, 0.4966, 1.1486])",0.35188136533470243,0.7017392089279989
23,23,"tensor([0.9017, 0.4609, 1.1671])",0.345001240343845,0.695144327202191
24,24,"tensor([0.9018, 0.4263, 1.1852])",0.33849563676049,0.6888924474983166
25,25,"tensor([0.9005, 0.3928, 1.2027])",0.3323898522047481,0.6829240275934959
26,26,"tensor([0.8981, 0.3607, 1.2196])",0.3267034550895914,0.6771923709544353
27,27,"tensor([0.8946, 0.3300, 1.2359])",0.32144952258095144,0.6716646293430434
28,28,"tensor([0.8903, 0.3008, 1.2516])",0.316634090943262,0.6663221060133462
