,Epochs,Params,Train loss,Test loss
0,0,"OrderedDict([('layers.0.weight', tensor([[ 0.8070],
        [-0.2196],
        [-0.3750],
        [ 0.9408],
        [-0.2397],
        [ 0.5670],
        [-0.4392],
        [ 0.3380],
        [-0.3082],
        [ 0.7287],
        [ 0.1338],
        [-0.3848],
        [-0.8184],
        [-0.6827],
        [-0.8223],
        [-0.5206],
        [ 0.1597],
        [ 0.1141],
        [-0.3996]])), ('layers.0.bias', tensor([ 0.6903, -0.9493,  0.8107,  0.3271,  0.5911,  0.0297,  0.2279,  0.3190,
        -0.8857,  0.2851, -0.3698, -0.7133, -0.1568, -0.8344, -0.8252,  0.5387,
        -0.8327, -0.0954,  0.5723])), ('layers.2.weight', tensor([[ 0.2934,  0.0472,  0.0023,  0.2673,  0.1660,  0.1920, -0.0177,  0.2568,
          0.0345, -0.0886, -0.1002,  0.0561, -0.2396,  0.0222,  0.0370, -0.0976,
          0.2129, -0.0867, -0.0993]])), ('layers.2.bias', tensor([-0.2292]))])",0.7197217337633144,0.959995354572311
1,1,"OrderedDict([('layers.0.weight', tensor([[ 0.8845],
        [-0.2196],
        [-0.3605],
        [ 1.0112],
        [-0.1806],
        [ 0.6384],
        [-0.4524],
        [ 0.4159],
        [-0.2780],
        [ 0.6890],
        [ 0.1213],
        [-0.3462],
        [-0.8920],
        [-0.6528],
        [-0.7860],
        [-0.6084],
        [ 0.1597],
        [ 0.0766],
        [-0.4894]])), ('layers.0.bias', tensor([ 0.6510, -0.9493,  0.8008,  0.3092,  0.5270,  0.0473,  0.2549,  0.2795,
        -0.9161,  0.2911, -0.3828, -0.7523, -0.0686, -0.8660, -0.8636,  0.6507,
        -0.8327, -0.1382,  0.6804])), ('layers.2.weight', tensor([[ 0.3129,  0.0472, -0.0701,  0.3133,  0.0961,  0.2512, -0.0840,  0.2711,
          0.0144, -0.0483, -0.0912,  0.0117, -0.3069, -0.0297, -0.0175, -0.1759,
          0.2129, -0.0583, -0.1802]])), ('layers.2.bias', tensor([-0.3048]))])",0.4786276576962943,0.7196202813570077
2,2,"OrderedDict([('layers.0.weight', tensor([[ 0.9480],
        [-0.2196],
        [-0.3939],
        [ 1.0705],
        [-0.1512],
        [ 0.7009],
        [-0.5076],
        [ 0.4793],
        [-0.2700],
        [ 0.6701],
        [ 0.1183],
        [-0.3333],
        [-0.9485],
        [-0.6570],
        [-0.7823],
        [-0.6869],
        [ 0.1597],
        [ 0.0629],
        [-0.5705]])), ('layers.0.bias', tensor([ 0.6075, -0.9493,  0.8527,  0.2808,  0.4911,  0.0488,  0.3459,  0.2363,
        -0.9241,  0.3015, -0.3860, -0.7654,  0.0080, -0.8598, -0.8667,  0.7577,
        -0.8327, -0.1533,  0.7837])), ('layers.2.weight', tensor([[ 0.3205,  0.0472, -0.1217,  0.3450,  0.0505,  0.2973, -0.1310,  0.2805,
          0.0093, -0.0252, -0.0890, -0.0095, -0.3555, -0.0593, -0.0496, -0.2368,
          0.2129, -0.0502, -0.2444]])), ('layers.2.bias', tensor([-0.3630]))])",0.3710133338793336,0.6030555319778311
3,3,"OrderedDict([('layers.0.weight', tensor([[ 0.9996],
        [-0.2196],
        [-0.4373],
        [ 1.1214],
        [-0.1397],
        [ 0.7567],
        [-0.5616],
        [ 0.5252],
        [-0.2680],
        [ 0.6617],
        [ 0.1175],
        [-0.3310],
        [-0.9861],
        [-0.6703],
        [-0.7898],
        [-0.7463],
        [ 0.1597],
        [ 0.0596],
        [-0.6331]])), ('layers.0.bias', tensor([ 0.5684, -0.9493,  0.9204,  0.2518,  0.4750,  0.0448,  0.4409,  0.2037,
        -0.9261,  0.3081, -0.3867, -0.7677,  0.0672, -0.8428, -0.8568,  0.8488,
        -0.8327, -0.1570,  0.8709])), ('layers.2.weight', tensor([[ 0.3262,  0.0472, -0.1568,  0.3700,  0.0231,  0.3354, -0.1635,  0.2925,
          0.0081, -0.0109, -0.0885, -0.0183, -0.3867, -0.0741, -0.0659, -0.2803,
          0.2129, -0.0483, -0.2912]])), ('layers.2.bias', tensor([-0.4038]))])",0.3258916842530501,0.5468534289451782
4,4,"OrderedDict([('layers.0.weight', tensor([[ 1.0414],
        [-0.2196],
        [-0.4759],
        [ 1.1647],
        [-0.1358],
        [ 0.8058],
        [-0.6045],
        [ 0.5560],
        [-0.2676],
        [ 0.6585],
        [ 0.1174],
        [-0.3314],
        [-1.0106],
        [-0.6822],
        [-0.7979],
        [-0.7899],
        [ 0.1597],
        [ 0.0588],
        [-0.6795]])), ('layers.0.bias', tensor([ 0.5354, -0.9493,  0.9838,  0.2256,  0.4688,  0.0393,  0.5244,  0.1835,
        -0.9265,  0.3108, -0.3869, -0.7673,  0.1150, -0.8270, -0.8459,  0.9225,
        -0.8327, -0.1578,  0.9421])), ('layers.2.weight', tensor([[ 0.3324,  0.0472, -0.1820,  0.3910,  0.0058,  0.3676, -0.1876,  0.3056,
          0.0078, -0.0011, -0.0884, -0.0220, -0.4069, -0.0819, -0.0743, -0.3118,
          0.2129, -0.0478, -0.3256]])), ('layers.2.bias', tensor([-0.4327]))])",0.30469182479040074,0.5171332625883224
5,5,"OrderedDict([('layers.0.weight', tensor([[ 1.0713],
        [-0.2196],
        [-0.5079],
        [ 1.1985],
        [-0.1346],
        [ 0.8480],
        [-0.6381],
        [ 0.5798],
        [-0.2675],
        [ 0.6577],
        [ 0.1173],
        [-0.3321],
        [-1.0273],
        [-0.6912],
        [-0.8044],
        [-0.8231],
        [ 0.1597],
        [ 0.0586],
        [-0.7149]])), ('layers.0.bias', tensor([ 0.5124, -0.9493,  1.0391,  0.2107,  0.4669,  0.0339,  0.5950,  0.1679,
        -0.9266,  0.3111, -0.3870, -0.7665,  0.1569, -0.8146, -0.8368,  0.9822,
        -0.8327, -0.1580,  1.0005])), ('layers.2.weight', tensor([[ 0.3387,  0.0472, -0.2015,  0.4087, -0.0062,  0.3945, -0.2067,  0.3180,
          0.0077,  0.0059, -0.0883, -0.0238, -0.4211, -0.0863, -0.0792, -0.3358,
          0.2129, -0.0477, -0.3522]])), ('layers.2.bias', tensor([-0.4543]))])",0.29324710771325047,0.4996639958699234
6,6,"OrderedDict([('layers.0.weight', tensor([[ 1.0906],
        [-0.2196],
        [-0.5343],
        [ 1.2239],
        [-0.1346],
        [ 0.8836],
        [-0.6660],
        [ 0.5991],
        [-0.2675],
        [ 0.6581],
        [ 0.1173],
        [-0.3327],
        [-1.0396],
        [-0.6978],
        [-0.8094],
        [-0.8495],
        [ 0.1597],
        [ 0.0586],
        [-0.7432]])), ('layers.0.bias', tensor([ 0.4984, -0.9493,  1.0870,  0.2055,  0.4669,  0.0293,  0.6539,  0.1546,
        -0.9267,  0.3101, -0.3870, -0.7659,  0.1922, -0.8050, -0.8297,  1.0318,
        -0.8327, -0.1581,  1.0492])), ('layers.2.weight', tensor([[ 0.3442,  0.0472, -0.2173,  0.4234, -0.0153,  0.4168, -0.2226,  0.3289,
          0.0077,  0.0110, -0.0883, -0.0248, -0.4320, -0.0892, -0.0822, -0.3552,
          0.2129, -0.0477, -0.3736]])), ('layers.2.bias', tensor([-0.4713]))])",0.28645881050227523,0.48862215767464173
7,7,"OrderedDict([('layers.0.weight', tensor([[ 1.1055],
        [-0.2196],
        [-0.5566],
        [ 1.2445],
        [-0.1349],
        [ 0.9138],
        [-0.6897],
        [ 0.6154],
        [-0.2675],
        [ 0.6591],
        [ 0.1173],
        [-0.3332],
        [-1.0491],
        [-0.7028],
        [-0.8131],
        [-0.8715],
        [ 0.1597],
        [ 0.0585],
        [-0.7668]])), ('layers.0.bias', tensor([ 0.4877, -0.9493,  1.1288,  0.2031,  0.4678,  0.0258,  0.7041,  0.1431,
        -0.9267,  0.3083, -0.3870, -0.7654,  0.2224, -0.7976, -0.8240,  1.0737,
        -0.8327, -0.1581,  1.0907])), ('layers.2.weight', tensor([[ 0.3489,  0.0472, -0.2306,  0.4356, -0.0226,  0.4356, -0.2363,  0.3385,
          0.0077,  0.0149, -0.0883, -0.0255, -0.4408, -0.0912, -0.0844, -0.3713,
          0.2129, -0.0477, -0.3916]])), ('layers.2.bias', tensor([-0.4852]))])",0.2820353168101671,0.4811258047678469
8,8,"OrderedDict([('layers.0.weight', tensor([[ 1.1178],
        [-0.2196],
        [-0.5757],
        [ 1.2619],
        [-0.1354],
        [ 0.9397],
        [-0.7107],
        [ 0.6293],
        [-0.2675],
        [ 0.6602],
        [ 0.1173],
        [-0.3335],
        [-1.0568],
        [-0.7067],
        [-0.8161],
        [-0.8905],
        [ 0.1597],
        [ 0.0585],
        [-0.7870]])), ('layers.0.bias', tensor([ 0.4788, -0.9493,  1.1657,  0.2019,  0.4691,  0.0239,  0.7473,  0.1332,
        -0.9267,  0.3064, -0.3870, -0.7651,  0.2485, -0.7916, -0.8194,  1.1094,
        -0.8327, -0.1581,  1.1264])), ('layers.2.weight', tensor([[ 0.3531,  0.0472, -0.2421,  0.4459, -0.0287,  0.4516, -0.2483,  0.3472,
          0.0077,  0.0181, -0.0883, -0.0259, -0.4482, -0.0927, -0.0859, -0.3851,
          0.2129, -0.0477, -0.4070]])), ('layers.2.bias', tensor([-0.4968]))])",0.27899152881630773,0.4758117849138216
9,9,"OrderedDict([('layers.0.weight', tensor([[ 1.1284],
        [-0.2196],
        [-0.5924],
        [ 1.2768],
        [-0.1359],
        [ 0.9623],
        [-0.7298],
        [ 0.6415],
        [-0.2675],
        [ 0.6614],
        [ 0.1173],
        [-0.3337],
        [-1.0633],
        [-0.7098],
        [-0.8185],
        [-0.9075],
        [ 0.1597],
        [ 0.0585],
        [-0.8048]])), ('layers.0.bias', tensor([ 0.4713, -0.9493,  1.1982,  0.2017,  0.4705,  0.0236,  0.7846,  0.1247,
        -0.9267,  0.3044, -0.3870, -0.7649,  0.2714, -0.7866, -0.8157,  1.1402,
        -0.8327, -0.1581,  1.1574])), ('layers.2.weight', tensor([[ 0.3568,  0.0472, -0.2521,  0.4548, -0.0338,  0.4655, -0.2590,  0.3550,
          0.0077,  0.0208, -0.0883, -0.0263, -0.4547, -0.0939, -0.0872, -0.3971,
          0.2129, -0.0477, -0.4205]])), ('layers.2.bias', tensor([-0.5067]))])",0.27681353974827894,0.47192036336030774
