,Epochs,Params,Train loss,Test loss
0,0,"OrderedDict([('layers.0.weight', tensor([[-0.2612],
        [ 0.5922],
        [-0.3518],
        [ 0.3449],
        [ 1.0134],
        [-0.7181],
        [ 0.0880],
        [ 0.8691],
        [ 0.1683],
        [-0.4862],
        [ 0.4682],
        [-0.7096],
        [-0.4998],
        [ 0.7419],
        [-0.6460],
        [ 0.8706],
        [-0.0835],
        [ 0.2688],
        [ 0.9035]])), ('layers.0.bias', tensor([ 0.9438, -0.7174, -0.7030, -0.1243,  0.4053, -0.8158, -0.4626,  0.7724,
        -0.1478, -0.7934, -0.4154,  0.3336, -0.6253, -0.4102, -0.2528,  0.8042,
         0.1551,  0.1023,  0.2242])), ('layers.2.weight', tensor([[-0.3054,  0.0101, -0.0308,  0.2911,  0.2043,  0.0622,  0.0371,  0.2236,
         -0.0893,  0.1229,  0.1641,  0.0748, -0.0407,  0.1511, -0.2404, -0.1491,
         -0.0769,  0.1298, -0.1330]])), ('layers.2.bias', tensor([0.0945]))])",1.2203961128989855,0.6600900608270118
1,1,"OrderedDict([('layers.0.weight', tensor([[-0.3679],
        [ 0.5919],
        [-0.3938],
        [ 0.4132],
        [ 1.0898],
        [-0.6660],
        [ 0.0880],
        [ 0.9586],
        [ 0.1251],
        [-0.4264],
        [ 0.5401],
        [-0.6526],
        [-0.5671],
        [ 0.8172],
        [-0.7453],
        [ 0.7924],
        [-0.1981],
        [ 0.3558],
        [ 0.8513]])), ('layers.0.bias', tensor([ 1.0518, -0.7181, -0.6616, -0.0519,  0.4280, -0.8703, -0.4626,  0.7388,
        -0.1917, -0.8531, -0.3390,  0.2627, -0.5539, -0.3305, -0.1373,  0.8369,
         0.2816,  0.1044,  0.2013])), ('layers.2.weight', tensor([[-0.4121,  0.0536, -0.0942,  0.3639,  0.2645, -0.0080,  0.0371,  0.2555,
         -0.0519,  0.0599,  0.2312, -0.0127, -0.1139,  0.2159, -0.3312, -0.1196,
         -0.1876,  0.1961, -0.0750]])), ('layers.2.bias', tensor([-0.0016]))])",0.8289888281996052,0.4883329942550821
2,2,"OrderedDict([('layers.0.weight', tensor([[-0.4509],
        [ 0.6148],
        [-0.4636],
        [ 0.4596],
        [ 1.1460],
        [-0.6547],
        [ 0.0880],
        [ 1.0281],
        [ 0.1095],
        [-0.4001],
        [ 0.5933],
        [-0.6418],
        [-0.6596],
        [ 0.8726],
        [-0.8246],
        [ 0.7340],
        [-0.3148],
        [ 0.4217],
        [ 0.8273]])), ('layers.0.bias', tensor([ 1.1475e+00, -6.9553e-01, -5.9215e-01, -1.0846e-03,  4.2525e-01,
        -8.8170e-01, -4.6258e-01,  6.9452e-01, -2.0695e-01, -8.7937e-01,
        -2.8021e-01,  2.5185e-01, -4.5345e-01, -2.7026e-01, -3.4680e-02,
         8.8029e-01,  4.1621e-01,  9.7943e-02,  1.9801e-01])), ('layers.2.weight', tensor([[-0.4985,  0.0765, -0.1406,  0.4177,  0.2997, -0.0474,  0.0371,  0.2669,
         -0.0403,  0.0293,  0.2829, -0.0693, -0.1674,  0.2600, -0.4006, -0.1196,
         -0.2986,  0.2410, -0.0422]])), ('layers.2.bias', tensor([-0.0756]))])",0.617086468078196,0.39097729493466127
3,3,"OrderedDict([('layers.0.weight', tensor([[-0.5044],
        [ 0.6392],
        [-0.5157],
        [ 0.4892],
        [ 1.1846],
        [-0.6581],
        [ 0.0880],
        [ 1.0793],
        [ 0.1051],
        [-0.3916],
        [ 0.6296],
        [-0.6497],
        [-0.7308],
        [ 0.9100],
        [-0.8761],
        [ 0.6915],
        [-0.4071],
        [ 0.4699],
        [ 0.8179]])), ('layers.0.bias', tensor([ 1.2211, -0.6688, -0.5366,  0.0333,  0.4118, -0.8769, -0.4626,  0.6515,
        -0.2112, -0.8879, -0.2378,  0.2714, -0.3702, -0.2273,  0.0476,  0.9207,
         0.5324,  0.0831,  0.1999])), ('layers.2.weight', tensor([[-0.5582,  0.0883, -0.1699,  0.4545,  0.3190, -0.0648,  0.0371,  0.2692,
         -0.0375,  0.0177,  0.3193, -0.1007, -0.2010,  0.2880, -0.4449, -0.1346,
         -0.3906,  0.2702, -0.0247]])), ('layers.2.bias', tensor([-0.1253]))])",0.5307598999779051,0.34351440013269896
4,4,"OrderedDict([('layers.0.weight', tensor([[-0.5379],
        [ 0.6605],
        [-0.5511],
        [ 0.5101],
        [ 1.2129],
        [-0.6630],
        [ 0.0880],
        [ 1.1179],
        [ 0.1041],
        [-0.3891],
        [ 0.6565],
        [-0.6600],
        [-0.7791],
        [ 0.9373],
        [-0.9078],
        [ 0.6541],
        [-0.4750],
        [ 0.5058],
        [ 0.8142]])), ('layers.0.bias', tensor([ 1.2757, -0.6434, -0.4932,  0.0593,  0.3973, -0.8704, -0.4626,  0.6152,
        -0.2122, -0.8904, -0.2041,  0.2978, -0.3033, -0.1939,  0.1092,  0.9585,
         0.6267,  0.0720,  0.2018])), ('layers.2.weight', tensor([[-0.5987,  0.0955, -0.1875,  0.4817,  0.3312, -0.0722,  0.0371,  0.2703,
         -0.0368,  0.0135,  0.3469, -0.1185, -0.2217,  0.3076, -0.4726, -0.1533,
         -0.4622,  0.2918, -0.0141]])), ('layers.2.bias', tensor([-0.1583]))])",0.4954967425922708,0.31972263363956394
5,5,"OrderedDict([('layers.0.weight', tensor([[-0.5601],
        [ 0.6769],
        [-0.5760],
        [ 0.5265],
        [ 1.2353],
        [-0.6666],
        [ 0.0880],
        [ 1.1482],
        [ 0.1039],
        [-0.3883],
        [ 0.6783],
        [-0.6687],
        [-0.8153],
        [ 0.9590],
        [-0.9285],
        [ 0.6167],
        [-0.5263],
        [ 0.5306],
        [ 0.8127]])), ('layers.0.bias', tensor([ 1.3172, -0.6229, -0.4566,  0.0811,  0.3847, -0.8653, -0.4626,  0.5860,
        -0.2124, -0.8911, -0.1751,  0.3227, -0.2358, -0.1654,  0.1562,  0.9949,
         0.7031,  0.0788,  0.2029])), ('layers.2.weight', tensor([[-0.6276,  0.1004, -0.1987,  0.5037,  0.3403, -0.0755,  0.0371,  0.2721,
         -0.0366,  0.0119,  0.3695, -0.1299, -0.2357,  0.3230, -0.4915, -0.1718,
         -0.5187,  0.3092, -0.0066]])), ('layers.2.bias', tensor([-0.1814]))])",0.4780669267556126,0.3065820748192588
6,6,"OrderedDict([('layers.0.weight', tensor([[-0.5762],
        [ 0.6949],
        [-0.5956],
        [ 0.5399],
        [ 1.2535],
        [-0.6691],
        [ 0.0880],
        [ 1.1725],
        [ 0.1038],
        [-0.3881],
        [ 0.6965],
        [-0.6757],
        [-0.8423],
        [ 0.9769],
        [-0.9430],
        [ 0.5833],
        [-0.5668],
        [ 0.5502],
        [ 0.8121]])), ('layers.0.bias', tensor([ 1.3499, -0.5958, -0.4221,  0.1002,  0.3741, -0.8617, -0.4626,  0.5622,
        -0.2125, -0.8914, -0.1493,  0.3444, -0.1789, -0.1406,  0.1933,  1.0277,
         0.7661,  0.0888,  0.2033])), ('layers.2.weight', tensor([[-0.6495,  0.1038, -0.2067,  0.5222,  0.3476, -0.0773,  0.0371,  0.2747,
         -0.0366,  0.0111,  0.3887, -0.1380, -0.2464,  0.3356, -0.5055, -0.1892,
         -0.5647,  0.3237, -0.0008]])), ('layers.2.bias', tensor([-0.1987]))])",0.46809692762384053,0.2987197953112286
7,7,"OrderedDict([('layers.0.weight', tensor([[-0.5886],
        [ 0.7111],
        [-0.6106],
        [ 0.5514],
        [ 1.2684],
        [-0.6708],
        [ 0.0880],
        [ 1.1899],
        [ 0.1038],
        [-0.3880],
        [ 0.7114],
        [-0.6813],
        [-0.8634],
        [ 0.9914],
        [-0.9540],
        [ 0.5539],
        [-0.6002],
        [ 0.5659],
        [ 0.8119]])), ('layers.0.bias', tensor([ 1.3767, -0.5692, -0.3940,  0.1110,  0.3649, -0.8591, -0.4626,  0.5454,
        -0.2125, -0.8915, -0.1269,  0.3631, -0.1301, -0.1192,  0.2236,  1.0571,
         0.8193,  0.0984,  0.2035])), ('layers.2.weight', tensor([[-0.6670,  0.1064, -0.2129,  0.5373,  0.3535, -0.0783,  0.0371,  0.2773,
         -0.0366,  0.0107,  0.4045, -0.1444, -0.2554,  0.3459, -0.5165, -0.2054,
         -0.6033,  0.3356,  0.0037]])), ('layers.2.bias', tensor([-0.2123]))])",0.46190301946195783,0.29361792016982996
8,8,"OrderedDict([('layers.0.weight', tensor([[-0.5985],
        [ 0.7250],
        [-0.6223],
        [ 0.5634],
        [ 1.2808],
        [-0.6721],
        [ 0.0880],
        [ 1.2022],
        [ 0.1038],
        [-0.3879],
        [ 0.7240],
        [-0.6859],
        [-0.8811],
        [ 1.0035],
        [-0.9628],
        [ 0.5276],
        [-0.6286],
        [ 0.5800],
        [ 0.8120]])), ('layers.0.bias', tensor([ 1.3992, -0.5450, -0.3712,  0.1010,  0.3569, -0.8571, -0.4626,  0.5341,
        -0.2125, -0.8916, -0.1067,  0.3794, -0.0825, -0.1002,  0.2491,  1.0837,
         0.8652,  0.1041,  0.2033])), ('layers.2.weight', tensor([[-0.6814,  0.1086, -0.2181,  0.5498,  0.3584, -0.0790,  0.0371,  0.2798,
         -0.0366,  0.0105,  0.4181, -0.1496, -0.2634,  0.3544, -0.5256, -0.2205,
         -0.6365,  0.3458,  0.0074]])), ('layers.2.bias', tensor([-0.2234]))])",0.45768758038420854,0.29013322089546517
9,9,"OrderedDict([('layers.0.weight', tensor([[-0.6068],
        [ 0.7374],
        [-0.6317],
        [ 0.5740],
        [ 1.2917],
        [-0.6730],
        [ 0.0880],
        [ 1.2124],
        [ 0.1038],
        [-0.3879],
        [ 0.7353],
        [-0.6898],
        [-0.8960],
        [ 1.0143],
        [-0.9701],
        [ 0.5039],
        [-0.6535],
        [ 0.5948],
        [ 0.8122]])), ('layers.0.bias', tensor([ 1.4185, -0.5223, -0.3524,  0.0933,  0.3504, -0.8556, -0.4626,  0.5250,
        -0.2125, -0.8916, -0.0877,  0.3937, -0.0400, -0.0824,  0.2710,  1.1078,
         0.9051,  0.1017,  0.2031])), ('layers.2.weight', tensor([[-0.6935,  0.1105, -0.2224,  0.5611,  0.3628, -0.0795,  0.0371,  0.2823,
         -0.0366,  0.0103,  0.4303, -0.1539, -0.2705,  0.3621, -0.5333, -0.2342,
         -0.6655,  0.3549,  0.0107]])), ('layers.2.bias', tensor([-0.2327]))])",0.45472943031296986,0.2876952980229059
