,Epochs,Params,Train loss,Test loss
0,0,"OrderedDict([('layers.0.weight', tensor([[-0.7153],
        [ 0.2027],
        [-0.6866],
        [ 0.8895],
        [ 0.3132],
        [ 0.2591],
        [-0.7651],
        [-0.4470],
        [-0.9293],
        [-0.1460],
        [ 0.6311],
        [-0.4735],
        [ 0.8616],
        [-0.5033],
        [ 0.5116],
        [ 0.8197],
        [-0.3053],
        [-0.2995],
        [-0.9776]])), ('layers.0.bias', tensor([ 1.0155,  0.1491,  0.5550, -0.7799, -0.7163, -0.8803,  0.2912, -0.1391,
        -0.7581,  0.4885,  0.4190,  0.9295,  0.4487, -0.8034,  0.6702,  0.1688,
         0.9231,  0.4368, -0.1137])), ('layers.2.weight', tensor([[-0.1545, -0.1414, -0.2428, -0.0505, -0.0135, -0.1091,  0.1014,  0.0886,
         -0.2003, -0.2559,  0.2683, -0.1316,  0.2066, -0.2661,  0.0763, -0.0777,
         -0.0137,  0.0036, -0.2919]])), ('layers.2.bias', tensor([-0.2492]))])",0.6152999653170507,0.5841114444299212
1,1,"OrderedDict([('layers.0.weight', tensor([[-0.7867],
        [ 0.1368],
        [-0.7432],
        [ 0.8479],
        [ 0.2941],
        [ 0.2591],
        [-0.7303],
        [-0.4128],
        [-0.9730],
        [-0.2284],
        [ 0.7188],
        [-0.5743],
        [ 0.9532],
        [-0.5449],
        [ 0.6261],
        [ 0.7716],
        [-0.2985],
        [-0.2804],
        [-1.0297]])), ('layers.0.bias', tensor([ 1.1020,  0.1508,  0.6421, -0.8241, -0.7347, -0.8803,  0.2331, -0.1877,
        -0.7147,  0.5265,  0.4185,  0.9828,  0.4476, -0.7622,  0.6453,  0.1407,
         0.9165,  0.4148, -0.0394])), ('layers.2.weight', tensor([[-0.2179, -0.0918, -0.3031,  0.0055,  0.0029, -0.1091,  0.0526,  0.0517,
         -0.2394, -0.3192,  0.3292, -0.1969,  0.2710, -0.3115,  0.1170, -0.0143,
         -0.0676, -0.0511, -0.3383]])), ('layers.2.bias', tensor([-0.2840]))])",0.4213009822492798,0.48756788961666947
2,2,"OrderedDict([('layers.0.weight', tensor([[-0.8386],
        [ 0.0977],
        [-0.7779],
        [ 0.8392],
        [ 0.2890],
        [ 0.2591],
        [-0.7179],
        [-0.4009],
        [-0.9931],
        [-0.2835],
        [ 0.7918],
        [-0.6395],
        [ 1.0305],
        [-0.5635],
        [ 0.7317],
        [ 0.7556],
        [-0.3289],
        [-0.2859],
        [-1.0594]])), ('layers.0.bias', tensor([ 1.1719,  0.1599,  0.7112, -0.8332, -0.7395, -0.8803,  0.2057, -0.2067,
        -0.6946,  0.5574,  0.4097,  1.0409,  0.4420, -0.7437,  0.6161,  0.1316,
         0.9349,  0.4338,  0.0219])), ('layers.2.weight', tensor([[-0.2596, -0.0672, -0.3421,  0.0402,  0.0072, -0.1091,  0.0275,  0.0377,
         -0.2560, -0.3689,  0.3755, -0.2415,  0.3193, -0.3331,  0.1489,  0.0289,
         -0.1003, -0.0829, -0.3633]])), ('layers.2.bias', tensor([-0.3068]))])",0.3675065839663148,0.4530756792247606
3,3,"OrderedDict([('layers.0.weight', tensor([[-0.8780],
        [ 0.0769],
        [-0.8011],
        [ 0.8452],
        [ 0.2878],
        [ 0.2591],
        [-0.7138],
        [-0.3969],
        [-1.0041],
        [-0.3215],
        [ 0.8466],
        [-0.6836],
        [ 1.0862],
        [-0.5716],
        [ 0.8204],
        [ 0.7566],
        [-0.3655],
        [-0.2983],
        [-1.0776]])), ('layers.0.bias', tensor([ 1.2288,  0.1686,  0.7668, -0.8255, -0.7407, -0.8803,  0.1938, -0.2134,
        -0.6775,  0.5855,  0.3983,  1.0962,  0.4427, -0.7355,  0.5833,  0.1313,
         0.9628,  0.4664,  0.0706])), ('layers.2.weight', tensor([[-0.2892, -0.0586, -0.3695,  0.0602,  0.0083, -0.1091,  0.0133,  0.0323,
         -0.2629, -0.4089,  0.4077, -0.2741,  0.3526, -0.3429,  0.1720,  0.0564,
         -0.1233, -0.1040, -0.3785]])), ('layers.2.bias', tensor([-0.3246]))])",0.3456162449593345,0.4372269050528606
4,4,"OrderedDict([('layers.0.weight', tensor([[-0.9102],
        [ 0.0648],
        [-0.8185],
        [ 0.8548],
        [ 0.2875],
        [ 0.2591],
        [-0.7124],
        [-0.3954],
        [-1.0117],
        [-0.3464],
        [ 0.8857],
        [-0.7187],
        [ 1.1257],
        [-0.5754],
        [ 0.8887],
        [ 0.7637],
        [-0.3990],
        [-0.3119],
        [-1.0900]])), ('layers.0.bias', tensor([ 1.2749,  0.1758,  0.8117, -0.8135, -0.7410, -0.8803,  0.1890, -0.2163,
        -0.6601,  0.6138,  0.3916,  1.1433,  0.4481, -0.7317,  0.5567,  0.1332,
         0.9924,  0.4999,  0.1103])), ('layers.2.weight', tensor([[-0.3118, -0.0574, -0.3906,  0.0722,  0.0085, -0.1091,  0.0040,  0.0300,
         -0.2661, -0.4414,  0.4308, -0.2994,  0.3759, -0.3476,  0.1896,  0.0745,
         -0.1413, -0.1199, -0.3894]])), ('layers.2.bias', tensor([-0.3393]))])",0.33460307996720073,0.42860026503913107
5,5,"OrderedDict([('layers.0.weight', tensor([[-0.9381],
        [ 0.0563],
        [-0.8330],
        [ 0.8640],
        [ 0.2874],
        [ 0.2591],
        [-0.7120],
        [-0.3946],
        [-1.0170],
        [-0.3656],
        [ 0.9160],
        [-0.7492],
        [ 1.1563],
        [-0.5774],
        [ 0.9424],
        [ 0.7723],
        [-0.4285],
        [-0.3253],
        [-1.0991]])), ('layers.0.bias', tensor([ 1.3120,  0.1818,  0.8481, -0.8018, -0.7410, -0.8803,  0.1874, -0.2180,
        -0.6458,  0.6388,  0.3863,  1.1819,  0.4536, -0.7297,  0.5368,  0.1358,
         1.0200,  0.5301,  0.1469])), ('layers.2.weight', tensor([[-0.3299, -0.0589, -0.4077,  0.0803,  0.0086, -0.1091, -0.0027,  0.0288,
         -0.2679, -0.4683,  0.4485, -0.3198,  0.3936, -0.3501,  0.2042,  0.0877,
         -0.1560, -0.1328, -0.3980]])), ('layers.2.bias', tensor([-0.3512]))])",0.32824097306778033,0.4233654709222416
6,6,"OrderedDict([('layers.0.weight', tensor([[-0.9634],
        [ 0.0494],
        [-0.8458],
        [ 0.8718],
        [ 0.2874],
        [ 0.2591],
        [-0.7120],
        [-0.3942],
        [-1.0211],
        [-0.3820],
        [ 0.9400],
        [-0.7770],
        [ 1.1815],
        [-0.5786],
        [ 0.9879],
        [ 0.7809],
        [-0.4541],
        [-0.3383],
        [-1.1064]])), ('layers.0.bias', tensor([ 1.3417,  0.1867,  0.8775, -0.7916, -0.7410, -0.8803,  0.1874, -0.2191,
        -0.6341,  0.6595,  0.3850,  1.2130,  0.4594, -0.7284,  0.5208,  0.1389,
         1.0446,  0.5559,  0.1787])), ('layers.2.weight', tensor([[-0.3448, -0.0611, -0.4220,  0.0859,  0.0086, -0.1091, -0.0080,  0.0281,
         -0.2690, -0.4907,  0.4631, -0.3368,  0.4080, -0.3516,  0.2170,  0.0982,
         -0.1682, -0.1436, -0.4054]])), ('layers.2.bias', tensor([-0.3607]))])",0.3241929717749978,0.4199785590249424
7,7,"OrderedDict([('layers.0.weight', tensor([[-0.9867],
        [ 0.0436],
        [-0.8577],
        [ 0.8781],
        [ 0.2874],
        [ 0.2591],
        [-0.7121],
        [-0.3938],
        [-1.0243],
        [-0.3967],
        [ 0.9588],
        [-0.8027],
        [ 1.2028],
        [-0.5794],
        [ 1.0276],
        [ 0.7890],
        [-0.4767],
        [-0.3508],
        [-1.1124]])), ('layers.0.bias', tensor([ 1.3655,  0.1909,  0.9013, -0.7831, -0.7411, -0.8803,  0.1882, -0.2199,
        -0.6244,  0.6766,  0.3888,  1.2382,  0.4654, -0.7277,  0.5075,  0.1424,
         1.0659,  0.5774,  0.2063])), ('layers.2.weight', tensor([[-0.3573, -0.0635, -0.4341,  0.0900,  0.0086, -0.1091, -0.0124,  0.0276,
         -0.2699, -0.5097,  0.4757, -0.3510,  0.4201, -0.3526,  0.2285,  0.1069,
         -0.1785, -0.1528, -0.4118]])), ('layers.2.bias', tensor([-0.3684]))])",0.32147247827379033,0.41766503437344604
8,8,"OrderedDict([('layers.0.weight', tensor([[-1.0083],
        [ 0.0386],
        [-0.8689],
        [ 0.8829],
        [ 0.2874],
        [ 0.2591],
        [-0.7123],
        [-0.3936],
        [-1.0269],
        [-0.4101],
        [ 0.9746],
        [-0.8267],
        [ 1.2210],
        [-0.5799],
        [ 1.0615],
        [ 0.7964],
        [-0.4970],
        [-0.3628],
        [-1.1177]])), ('layers.0.bias', tensor([ 1.3849,  0.1946,  0.9209, -0.7765, -0.7411, -0.8803,  0.1894, -0.2206,
        -0.6162,  0.6909,  0.3937,  1.2588,  0.4714, -0.7271,  0.4984,  0.1462,
         1.0845,  0.5957,  0.2307])), ('layers.2.weight', tensor([[-0.3681, -0.0658, -0.4446,  0.0930,  0.0086, -0.1091, -0.0162,  0.0272,
         -0.2705, -0.5261,  0.4865, -0.3633,  0.4306, -0.3533,  0.2388,  0.1143,
         -0.1874, -0.1608, -0.4177]])), ('layers.2.bias', tensor([-0.3748]))])",0.31955601397009253,0.41600140852387996
9,9,"OrderedDict([('layers.0.weight', tensor([[-1.0284],
        [ 0.0341],
        [-0.8797],
        [ 0.8863],
        [ 0.2874],
        [ 0.2591],
        [-0.7126],
        [-0.3934],
        [-1.0291],
        [-0.4223],
        [ 0.9880],
        [-0.8491],
        [ 1.2366],
        [-0.5803],
        [ 1.0888],
        [ 0.8031],
        [-0.5153],
        [-0.3742],
        [-1.1223]])), ('layers.0.bias', tensor([ 1.4012,  0.1978,  0.9370, -0.7716, -0.7411, -0.8803,  0.1908, -0.2212,
        -0.6091,  0.7031,  0.3988,  1.2762,  0.4773, -0.7267,  0.4953,  0.1501,
         1.1010,  0.6112,  0.2525])), ('layers.2.weight', tensor([[-0.3775, -0.0681, -0.4540,  0.0950,  0.0086, -0.1091, -0.0195,  0.0269,
         -0.2711, -0.5404,  0.4958, -0.3741,  0.4397, -0.3538,  0.2481,  0.1206,
         -0.1953, -0.1679, -0.4230]])), ('layers.2.bias', tensor([-0.3803]))])",0.31816466463884957,0.41476585989197096
